item_vida: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,1,1,1,199,199,1,1,1,199,199,199,199,
199,199,199,1,13,13,13,1,1,13,13,13,1,199,199,199,
199,199,1,13,13,13,75,13,13,13,75,75,75,1,199,199,
199,1,13,13,13,75,13,75,75,75,75,75,75,75,1,199,
199,1,75,75,75,75,75,75,75,75,75,75,75,75,1,199,
199,1,10,10,75,75,75,75,75,75,75,75,10,75,1,199,
199,199,1,10,10,10,75,75,75,10,75,10,75,1,199,199,
199,199,199,1,10,10,10,75,10,75,10,75,1,199,199,199,
199,199,199,199,1,10,10,10,75,10,10,1,199,199,199,199,
199,199,199,199,199,1,10,10,10,10,1,199,199,199,199,199,
199,199,199,199,199,199,1,10,10,1,199,199,199,199,199,199,
199,199,199,199,199,199,199,1,1,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
