chave_item: .word 16, 16
.byte 199,199,199,199,199,199,199,199,1,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,1,127,1,199,199,199,199,199,199,
199,199,199,199,199,199,1,127,127,127,1,199,199,199,199,199,
199,199,199,199,199,1,127,127,119,119,127,1,199,199,199,199,
199,199,199,199,199,1,127,127,119,119,119,127,1,199,199,199,
199,199,199,199,199,199,1,119,119,22,13,119,127,1,199,199,
199,199,199,199,199,199,199,1,119,13,13,119,119,127,1,199,
199,199,199,199,199,199,1,127,119,119,119,119,119,39,39,1,
199,199,199,199,199,1,127,119,119,1,119,39,39,39,1,199,
199,199,199,199,1,127,119,119,1,199,1,39,39,1,199,199,
199,199,199,1,127,119,119,1,199,199,199,1,1,199,199,199,
199,199,1,127,119,119,1,199,199,199,199,199,199,199,199,199,
199,1,127,119,119,1,199,199,199,199,199,199,199,199,199,199,
199,199,1,119,119,39,1,199,199,199,199,199,199,199,199,199,
199,199,199,1,39,1,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,1,199,199,199,199,199,199,199,199,199,199,199,
