a_2: .word 16, 16
.byte 199,199,199,199,199,94,94,94,94,199,199,199,199,199,199,199,
199,199,199,94,94,94,94,174,94,94,94,199,199,199,199,199,
199,199,94,94,13,13,13,13,13,167,13,94,199,199,199,199,
199,13,13,116,13,13,13,13,13,13,13,13,13,199,199,199,
199,13,75,13,13,13,13,13,13,13,13,75,13,199,199,199,
199,199,174,183,183,13,13,13,13,13,13,75,199,199,199,199,
199,199,174,183,183,183,183,13,13,13,13,75,13,199,199,199,
199,199,174,183,0,0,183,13,13,13,13,13,13,199,199,199,
199,199,83,93,183,183,183,183,183,13,13,199,13,13,199,199,
199,199,199,83,155,93,174,174,174,155,199,199,75,13,199,199,
199,199,183,183,13,155,155,155,155,13,199,199,199,75,13,199,
199,199,183,183,83,13,155,155,155,83,199,199,199,13,199,199,
199,199,199,199,74,74,74,74,74,74,199,199,199,199,199,199,
199,0,0,0,0,75,13,13,75,0,0,0,0,199,199,199,
199,0,0,0,0,0,10,10,0,0,0,0,0,199,199,199,
199,199,0,0,0,0,0,0,0,0,0,0,199,199,199,199,
