# Arquivo: sprites/kit.data
# Sprite 12x12 - Gato Preto (Kit)
# Estrutura: [Largura (4b)] [Altura (4b)] [Pixels...]

kit_sprites:
    # --- Frame 0: Parado ---
    .word 12, 12   # Header: Largura, Altura
    .byte 199,199,  0,  0,199,199,199,199,199,  0,  0,199
    .byte 199,  0,  0,  0,  0,199,199,199,  0,  0,  0,  0
    .byte 199,  0,255,  0,  0,  0,  0,  0,255,  0,  0,  0
    .byte 199,  0,255,  0,  0,  0,  0,  0,255,  0,  0,  0
    .byte 199,  0,  0,  3,  3,  3,  3,  3,  0,  0,  0,  0
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,199,199,199,199,  0,  0,199,199
    .byte 199,199,  0,  0,199,199,199,199,  0,  0,199,199
    .byte 199,199,  0,  0,199,199,199,199,  0,  0,199,199
    .byte 199,199,199,199,199,199,199,199,199,199,199,199

    # --- Frame 1: Andando (Patas abertas) ---
    .word 12, 12   # Header
    .byte 199,199,  0,  0,199,199,199,199,199,  0,  0,199
    .byte 199,  0,  0,  0,  0,199,199,199,  0,  0,  0,  0
    .byte 199,  0,255,  0,  0,  0,  0,  0,255,  0,  0,  0
    .byte 199,  0,255,  0,  0,  0,  0,  0,255,  0,  0,  0
    .byte 199,  0,  0,  3,  3,  3,  3,  3,  0,  0,  0,  0
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,  0,  0,199,199,199,199,199,199,  0,  0,199
    .byte 199,  0,  0,199,199,199,199,199,199,  0,  0,199
    .byte 199,  0,  0,199,199,199,199,199,199,  0,  0,199
    .byte 199,199,199,199,199,199,199,199,199,199,199,199

    # --- Frame 2: Andando (Patas fechadas) ---
    .word 12, 12   # Header
    .byte 199,199,  0,  0,199,199,199,199,199,  0,  0,199
    .byte 199,  0,  0,  0,  0,199,199,199,  0,  0,  0,  0
    .byte 199,  0,255,  0,  0,  0,  0,  0,255,  0,  0,  0
    .byte 199,  0,255,  0,  0,  0,  0,  0,255,  0,  0,  0
    .byte 199,  0,  0,  3,  3,  3,  3,  3,  0,  0,  0,  0
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,  0,  0,  0,  0,  0,  0,  0,  0,  0,199
    .byte 199,199,199,199,  0,  0,  0,  0,199,199,199,199
    .byte 199,199,199,199,  0,  0,  0,  0,199,199,199,199
    .byte 199,199,199,199,  0,  0,  0,  0,199,199,199,199
    .byte 199,199,199,199,199,199,199,199,199,199,199,199

kit_sprites_end:
