racao:
can: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,0,0,0,199,199,199,199,199,199,199,
199,199,199,199,199,0,82,82,82,0,199,0,0,0,0,199,
199,199,199,199,0,246,82,83,83,82,82,82,173,173,82,0,
199,199,199,0,82,173,173,82,83,83,82,173,164,164,82,0,
199,199,0,82,246,173,173,82,83,83,82,164,164,164,82,0,
199,0,82,246,173,173,173,164,82,82,164,164,164,164,82,0,
0,82,246,173,173,173,164,164,164,164,82,82,82,0,0,199,
0,82,173,173,173,164,164,164,164,155,82,0,0,0,199,199,
0,82,173,173,164,164,164,164,155,82,0,199,199,199,199,199,
199,0,164,173,164,164,164,155,82,0,199,199,199,199,199,199,
199,0,82,164,164,164,155,82,0,199,199,199,199,199,199,199,
199,199,0,82,164,155,82,0,199,199,199,199,199,199,199,199,
199,199,199,0,0,82,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,0,0,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
